"sku","fnsku","asin","product-name","condition","beginning-quantity","ending-quantity","received","returned","found","sold","removed","lost","disposed","other","discrepant-quantity"
"5Q-DEWB-IUYE","X000TMLRI1","7301134053","Tupperware Ss Bowl 600 ml (Set Of 4)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OC-W6MD-2HBU","X000TMNXPL","B00NW4TTJE","Prestige PROO 1.8-2 700-Watt Electric Rice Cooker (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Y2-6Z2I-PCSV","X000TMODDR","B00GII0RYM","Oster OT16RBS-049 40-Watt Tower Fan with Remote Control (Black/Silver)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"FG-0Q3G-Z0KI","X000TMOEOZ","B009HS7U2W","Bionaire BT14BS Slim Air Circulating Tower Fan (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PL-25IX-MPLZ","X000TMSDXD","B01HRIG7K4","Luminous Morpheus Anti –Rust 1200mm Ceiling Fan (Brown)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"DX-B4FX-K06H","X000TMSDXN","B01EVFH6RE","HUL Pureit Classic RO + UV 6 Stage Table Top/Wall Mountable White & Blue 5 litres Water Purifier","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"C7-UC85-GFN8","X000TN46RT","B06XZ43NDR","iBall Musi Cube BT20 Portable Bluetooth Speaker with FM (Brown)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"92-Q4VR-G9OT","X000TN839L","B015H0AKTS","Crompton Hill Briz Ceiling Fan - 1200 mm (Brown)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"23-6VGA-WOX5","X000TN8BSJ","B01D4RHMK6","Sunflame GT Pride Glass Top 2 Brass Burner Gas Stove (Manual Ignition, Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"X5-40EU-JMQ2","X000TN9X3L","B01NB9MW4V","Gionee P7 Max (Grey)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"F8-3LCM-B19T","X000TNGHIP","B01N9P3RM3","iBall Soundstick BT14 Bluetooth Speakers with Remote (Black/Silver)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5U-B3Q1-Y24H","X000TNIMD3","B018KII2SA","R.k. Aqua Fresh India Swift 12ltrs 14Stage Purification (Ro+Ultravoilet+Ultra fileration+Mineral Catridges+Tds Adjuster)With Pre Filter Set","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"LX-PWJL-OBKN","X000TNITT5","B01NAMVGOG","iBall MusiLive BT39 Portable Speakers (Black/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8Y-CQOF-JASW","X000TNYX4F","B00H7BI1BK","Anchor Electricals Pvt Ltd 4 Way Power Strip with Individual Switch","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RT-I9QP-4NLI","X000TNZ26N","B00H7BC1PC","Anchor by Panasonic Spike Guard 4-Way Socket with Single Switch (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5L-RLI0-C92Q","X000TO9WHR","B0721KL86B","Honor 8 Lite 4GB (Blue,64GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"7M-ZITU-F5H8","X000TOELT1","B006R4SAZA","Morphy Richards Voyager 300 0.5-Litre Stainless Steel Travel Kettle","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"9O-PLHL-0J0G","X000TPEKXH","B008YW8MO2","Bajaj 1.7-Litre Cordless Kettle (White/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"TW-43T4-7Y9O","X000TPGILJ","B009P2KUK4","Bajaj Majesty KTX 2 0.5-Litre Travel Kettle (Black)","NewItem","1","1","0","0","0","0","0","0","0","0","0"
"KB-LFMT-VLW6","X000TPHDBD","B00PLQCZ0G","Bajaj GX8 Mixer Grinder, 750W, 3 Jars (White)","NewItem","1","1","11","0","0","-7","0","-4","0","0","0"
"5I-GLJ7-5SIK","X000TPNR31","B009P2L0FS","Bajaj JX 10 450-Watt Juicer Mixer Grinder (White/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"GN-Y0PU-KP1S","X000TPOQ0T","B00BMP97OC","Bajaj GX-1 Mixer Grinder, 500W, 3 Jars","NewItem","0","0","2","0","0","-2","0","0","0","0","0"
"8K-LK0W-0HIO","X000TPQ3TL","B01C8P2EHG","Bajaj 2200 TMSS 22-Litre OTG (Silver)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"6L-I68A-YZW3","X000TPQX5P","B009P2KQXK","Bajaj Majesty 1603 T 16-Litre Oven Toaster Grill (White)","NewItem","0","0","0","5","0","-3","-1","0","0","-1","0"
"W7-6L5B-CYWV","X000TPR9KX","B0788273TQ","Panasonic P91 (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SR-MDOS-BFYT","X000TPRLP1","B0785FD8LP","HUL Pureit Marvella RO+MF Water Purifier + Vegetable Cleaner 7 Stage Wall Mounted/Table top White 8 litres","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"O7-6VJG-8BLO","X000TPROY9","B00I8QV2VY","HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 litres Water Purifier","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"D3-GISQ-TKZ4","X000TPRT5D","B0095PCPPY","Forbes Eureka Trendy Steel Vacuum Cleaner, Steel Grey","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"6C-2DHH-HREJ","X000TPTTOR","B009P2L3JG","Bajaj Twister 750-Watt Mixer Grinder with 3 Jars (White)","NewItem","0","0","16","0","0","-16","0","0","0","0","0"
"07-AE43-WFFU","X000TQ6UIJ","B078LG24ZB","Panasonic P91 (Gold)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"0T-72HW-OUAV","X000TQ71EV","B0787V54G4","Panasonic P91 (Blue, 1GB RAM, 16GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"B1-IV85-7FZ1","X000TQ85IR","B01LX7JLHF","Orient Electric Apex-FX 1200mm Ceiling Fan (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ZC-R4ZY-S9JB","X000TQGWPP","B01DZUUDOO","Gionee Pioneer P5L (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"9N-65UH-BUPI","X000TQHE7F","B0776RRVM6","Gionee M7 Power (Gold)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CD-67GV-VN3T","X000TQHTJ3","B015OL9FOQ","Motorola Corded & Cordless Phone Combo CL 101 I Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"GV-CQ2K-AB87","X000TQKCX3","B01I9J3MDU","Gionee F103 Pro, Gold","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5Z-X5ZV-I6OL","X000TQKVUH","B077Z7J7QY","PRESTIGE Water Purifiers Copper Tattva 2.0","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"TO-RHOJ-8DXU","X000TQKW33","B01BGNAA5Y","Prestige Premia Schott Glass 3 Burner Gas Stove, Manual Ignition, Multi-color","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"W7-Z0GG-643Z","X000TQL1FV","B01KZVQ2TG","Prestige Mavel Glass Top 4 Burner Gas Stove, Manual Ignition, Black","NewItem","1","1","0","0","0","0","0","0","0","0","0"
"8P-OQLO-NC6B","X000TQLNNL","B01KZVQ624","Gas Stove Two Burner Agni Classic","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PD-E6DH-E3Q4","X000TQLO5N","B01KZVPUHG","Gst Royale Plus Schott Glasstop Gt02","NewItem","2","3","0","0","1","0","0","0","0","0","0"
"96-H5X7-J7V9","X000TQO2YX","B00O2SR9UK","Prestige Eco 2 Burner Gas Stove","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"UI-59I7-MYNW","X000TQO8AL","B00EICGEWE","Prestige Deluxe Plus Mini Induction Base Hard Anodized Pressure Handis, 3.3 Litres, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Y8-8JNK-RGUY","X000TQO8DX","B01KZVQ2KA","Prestige Marvel Plus Glass Top 3 Burner Gas Stove, Manual Ignition, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RD-6L0F-E98W","X000TQOASV","B00XP9R7PO","Prestige Electric Commercial Grill Toaster (Steel)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OY-5RT6-GOLT","X000TQQC2X","B0751LW988","Nokia 130 DS (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SU-PGBG-Q0JS","X000TQS5F5","B076CQRX35","Prestige PEG 3.0 700-Watt Electric Grill (Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"65-AZ64-WJDU","X000TQT0YP","B01KZVQ2S2","Prestige Marvel Plus Glass Top 2 Burner Gas Stove, Manual Ignition, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"JJ-LU5T-PSEH","X000TQTV2B","B013K75AJU","Canon MG2570S Multi-Function Inkjet Colour Printer (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"67-RXW7-NI59","X000TQU43B","B013K75AJU","Canon MG2570S Multi-Function Inkjet Colour Printer (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"59-6UOZ-NRSH","X000TQXX0R","B01DKIK4AY","Eveready SI1400 1400-Watt Steam Iron (White/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CU-YX2L-U7OA","X000TQZQPR","B077D8R8PL","Nokia 5 (Matte Black, 3GB RAM, 16GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"K3-XBT3-DU0R","X000TR0D13","B01C2SXQDK","Prestige Premia Schott Glass 4 Burner Gas Stove, Manual Ignition, Multi-color","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"71-DTUZ-DEAS","X000TR0NZ9","B00935MBLE","Prestige PHB 6.0 200 Watt 2 Speed Hand Blender with Blending Jar, Chopping, Whisking Attachment","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"C7-OY4P-REI8","X000TR0TFN","B00QWQ11O0","Prestige Omega Deluxe Aluminium Granite Fry Pan, 200mm (Omelette Pan), Black","NewItem","0","0","0","3","0","-3","0","0","0","0","0"
"Z2-DNKV-4M7P","X000TR0VTH","B077PXTKSN","Honor 7X (Gold, 4GB RAM, 32GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"9K-F4RM-KOWO","X000TR0W2X","B00B4BBF94","Havells Nicola 1200mm Ceiling Fan (Gold Mist and Copper)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"X1-91F7-OMXR","X000TR57EL","B01KZVPZC6","Gst Royale Plus Schott Glasstop Gt04","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HS-AN93-RLEF","X000TR6MJF","B01KZVQ2O6","Prestige Marvel Plus Glass Top 3 Burner Gas Stove, Manual Ignition, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"02-16FV-5Q4M","X000TRBDB7","B00B4BBI9G","Havells Pacer 1200mm Ceiling Fan (Brown)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OK-ETE2-0CV5","X000TRBDSZ","B00B4BCAHK","Havells Platina 400mm Wall Fan (White)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"DD-S4MM-FQPL","X000TRC9UV","B07846F3SX","Nokia 2 (Pewter/Black, 1GB RAM, 8GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8S-HAMZ-XJ5W","X000TRCGJ5","B079LXFQ8L","iBall Slide Mania Tablet (7 inch, 8GB, Wi-Fi + 4G LTE + Voice Calling), Coffee Grey","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"4B-DFVG-1NB6","X000TRHTID","B074ZG334H","Intex Aqua Style 3 (Champagne)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"5C-I6NS-N42A","X000TRHX1L","B06WW8BLJN","Usha Striker Galaxy 1200mm 80-Watt Ceiling Fan (Silver Sage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"TH-EFQP-1F2X","X000TRICR5","B01DKIK4AY","Eveready SI1400 1400-Watt Steam Iron (White/Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"DI-XWI6-4Z36","X000TRIOE1","B072LNNSQQ","Nokia 8 (Steel, 4GB RAM, 64GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"EN-NHV7-CS2W","X000TRSHQL","B06X42SW5F","Usha Striker Galaxy 1200mm Ceiling Fan (Bright Gold)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"45-RLLZ-NMH6","X000TRSSJ7","B0714DP3BJ","Nokia 8 (Polished Blue, 64GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"P2-K809-BSW1","X000TRSTO1","B077GPFGJS","Moto C Plus (Fine Gold, 16 GB) (2 GB RAM)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RS-61RC-GUDI","X000TRTA99","B00JM4VE0A","Nikon D5300 24.2MP Digital SLR Camera (Black) with AF-P 18-55mm f/ 3.5-5.6g VR Kit Lens, 16GB Card and Camera Bag","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"GX-T2AG-OQ8A","X000TRTEQN","B01D4EYNUG","Canon EOS 1300D 18MP Digital SLR Camera (Black) with 18-55mm ISII Lens, 16GB Card and Carry Case","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"N7-O5NQ-PDYW","X000TRTFJ9","B01M0O2RUW","Krish Finger Print Scanner Red & Black (Morpho MSO-1300 E2)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"VV-9JGV-23VT","X000TRU6RT","B0714DP3BK","Nokia 8 (Tempered Blue, 64GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"KY-S4GN-0JCR","X000TRVEAH","B074PYNPSH","Gionee A1 Lite (Black, 3GB RAM, 32GB Storage)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"UQ-1QZK-MKX9","X000TRVF7J","B01B4VFH6U","Gionee P5W (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2F-WQ9K-DRWG","X000TRVHBX","B0124FTNI8","Canon PG-745s (Small) Ink Cartridge (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"IP-0Z9K-XBYX","X000TRVKIN","B074WNK6RW","Panasonic Eluga I2 Activ (Gold, 16GB, 2GB)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PX-7SG9-YB7J","X000TS2ODR","B075K76YW1","Inalsa Hand Mixer Easy Mix | Powerful 250 Watt Motor | Variable 7 Speed Control | 1 Year Warranty | (White/Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"XA-MPTW-DFK2","X000TS7GUD","B0776RRVM6","Gionee M7 Power (Gold)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"8C-H0T8-HXF6","X000TS7N4R","B01AP7U3TK","Canon Pixma G2000 All-in-One Ink Tank Colour Printer (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"UE-3ACR-0D0G","X000TSD0MV","B07RBM9QGL","Orient Electric Orina 48"" Ceiling Fan Chocolate Brown Ivory 48"" 1200Mm","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"IG-OSTL-2OPL","X000TSK5ZV","B01DZUUDOO","Gionee Pioneer P5L (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"98-D4AN-3IQP","X000TSLGS1","B00QWQ1Z64","Prestige Omega Deluxe Granite Kadai, 260mm, Black","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OB-JF79-8MNB","X000TSNG3J","B01EFRQEJO","Prestige Clean Home 42605 Magic Mop (Blue)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"S8-VNXD-HGV1","X000TSNG89","B01EVFF2WK","Prestige Clean Home Series Typhoon 1000-Watt Vacuum Cleaner (Red)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"N6J6SL12M3","X000TSNMYR","B07BJ776DY","Generic First Smile Baby Cotton Cloth Reusable Nappies and Sleeveless Jhabla 6 Pieces (0-3 Months) - Pack of 12","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyLM6","X000TSNMZ1","B07BJ7J62W","First Smile: Baby Kids Lower (Set of 6) (0-6 months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BedMatGym","X000TSNMZB","B07BJ7FBXZ","First Smile: Baby Kids Bedding Mattress with Play Gym (0-9 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HosNap12","X000TSNMZL","B07BJ7XF78","First Smile Newborn Baby Cotton Hosiery Nappies, 0-6 months (Colour and Design May Vary) - Pack of 12","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ComboNB7","X000TSNOQ3","B07BJ7R8BF","First Smile New Born Baby Kids Gift Set Combo Pack of 7 Items Which are Most Usable Combo for Your Newborn (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"MosBedS","X000TSNOQD","B07BJ7DYHH","First Smile Newborn Baby Bedding Mattress with Mosquito Net Orange Color Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (0-3 Months)","NewItem","2","0","0","0","0","0","-2","0","0","0","0"
"SHQDJNM3","X000TSNOQN","B07BJ7SC6J","First Smile Baby Kids Cotton Sheet with Plastic Support 4pcs, Quick Dry Sheet 1pc, Jhabla 6pcs and Nappies 6 pcs (Pack of 17pcs) (0-3months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ComSlMB24","X000TSNOQX","B07BJ7D3XS","First Smile Baby Kids Nappies(12), Jhabla Sleevless(6), Mitton and Booties(12) in Hosiery Material (Pack of 24)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"HosNap24","X000TSNPCV","B07BJ7PYZP","First Smile Newborn Baby Cotton Hosiery Nappies (Pack of 24 0-3 Months)","NewItem","3","3","0","0","0","0","0","0","0","0","0"
"ComwSBib24","X000TSNPD5","B07BJ79MK6","First Smile Newborn Baby Combo Pack of 24 Set, 12 Nappies , 6 Jhabla with Sleeves in Hosiery Material and 6 Quilted Bib Pieces (0-6 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"QdNap4","X000TSNPDF","B07BJ74FCM","First Smile Newborn Baby Diaper Nappies in Pack of 4 pcs Multicolor & Color and Design May Vary (0-3 Months)","NewItem","4","1","0","0","0","0","-3","0","0","0","0"
"N6J6S12M3","X000TSNPDP","B07BJ6TVTY","First Smile Newborn Baby Hosiery Cloth reusable Nappies 12 pcsand Jhabla 6 pcs with sleevesin Pack of 18 pcs (3-6 Months)Quick Dry | Reusable | Soft Cotton | Comfortable | For Newborn | Infant | Washable For Babies","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyTSLoM6","X000TSNPE9","B07BJ76VRQ","First Smile Jhabla Full Sleeves 6 pcs, Pajama Full Length with Elastic on Waist and Ancle 6 pcs (Pack of 12 Pieces) Newborn Infant First cry, New bornBaby Shower Gift","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RoyalCombo","X000TSNPEJ","B07BJ77G93","First Smile Royal Gift Baby Kids Nappies(12), Jhabla Sleeveless (6), Mitton and Booties(12), Nappkins(6), Bib(6), Quick Dry(1), Cotton-Plastic Sheet(4), Bedding Mattress with Mosquito Net and Rattle","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Cott24","X000TSNPET","B07BJ74W4N","First Smile Newborn Baby Cotton Cloth Reusable Nappies in Pack of 24 pcs (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CoPl4QD2","X000TSNPF3","B07BJ7HG4R","First Smile Newborn baby Cotton Sheet with Plastic support, Pack of 4 pcs, Quick Dry Sheet Pack of 2 pcs Quick Dry | Reusable | Soft Cotton | Comfortable | For Newborn | Infant | Washable For Babies (0-3 months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyTLS","X000TSNQ2P","B07BJ7KJDB","First Smile Baby Kids T-Shirt, Lower (Set of 12) and Anti-Slip Shoes (Set of 3) (3-9 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CN6J6S12M6","X000TSNQ2Z","B07BJ78HWD","First Smile Jhabla Full Sleves 6 pcs, Newborn Hosiery Nappies 6 pcs (Pack of 12) Newborn Infant First cry, New bornBaby Shower Gift (3-6 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ClNap6","X000TSNQ39","B07BJ6T5GK","First Smile New Born Baby Kids Cotton Cloth Nappies (Pack of 6) (Multi Color Print)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ComHCPQ34M3","X000TSNQ3J","B07BJ7QM9W","First Smile: Baby Kids Nappies Hosiery cotton(12), Cotton(12), Padded(6), Quick Dry(4) - (Pack of 34)(0-3 months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"N6J6SL12M6","X000TSNQ3T","B07BJ7HMSG","Generic First Smile Baby's Quick Dry Soft Cotton Sleeveless Hosiery Cloth and Reusable Nappies (3-6 Months) - 6 Pcs Each in Pack of 12","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"47-YO6U-0DML","X000TSO1TH","B07B48G167","prestige PRM 4.0 roti Maker (Black)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"RU-DSV1-EW45","X000TSOC6J","B00NW4VI5C","Prestige Dry Masala Grinder PDMG 01 (150 Watt)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CN6J6S12M3","X000TSQDJ3","B07BJ71DG3","First Smile Jhabla Full Sleves 6 pcs, Newborn Hosiery Nappies 6 pcs (Pack of 12) Newborn Infant First cry, New bornBaby Shower Gift (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyLM9","X000TSQDJD","B07BJ6V45D","First Smile: Baby Kids Lower (Set of 6) (3-9 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"OneSPlSh4","X000TSQDJN","B07BJ7R8BC","First Smile Newborn Baby Cotton Sheet with Plastic Support Pack of 4 pcs (Age: 0-6 Months) Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (0-3 Months)","NewItem","2","0","0","0","0","0","-2","0","0","0","0"
"Mitt6","X000TSQDVV","B07BJ7F1VQ","First Smile: Baby Kids Mittens (Set of 6, Multi-Coloured, 0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"PadNap6","X000TSQDW5","B07BJ7NK7J","First Smile Newborn Baby Padded Cushioned Thick Cloth Hosiery Nappies in Pack of 6 (0-6 Months) Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Hos24","X000TSQDXT","B07BJ7HQ4X","First Smile Baby Kids Reusable Hosiery Cotton Cloth Diaper/Langot/Nappy for New Born Baby (0-6 Months) (Pack of 24 Nappies)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"MosCotPlast4QD2","X000TSQDY3","B07BJ75NX7","First Smile Newborn baby Bedding mattress with Mosquito Net, Cotton Sheet with Plastic Support Pack of 4 pcs, Quick Dry Pack of 2 pcsQuick Dry | Reusable | Soft Cotton | Comfortable | For Newborn | Infant | Washable For Babies (0-12 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"MattCotPl4Umb","X000TSQDYD","B07BJ7RRWS","First Smile Newborn Baby Boy's and Girl's Bedding Mattress with Pillow, Cotton Sheet with Plastic Support (Pack of 4 Pieces) and Umbrella Mosquito Net (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"N6J6S12M6","X000TSQDYN","B07BJ7DDF7","First Smile Newborn Baby Hosiery Cloth Reusable Nappies 6 pcs and Jhabla 6 pcs with Sleeves in Pack of 12 pcs (0-3 Months) Baby Shower Gift","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BibCott12","X000TSQDYX","B07BJ76RH3","First Smile Newborn Baby Cotton Quilted Bib Pack of 6 pcsQuick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ComHCPQ34M6","X000TSQERT","B07BJ7H1YT","First Smile Newborn Baby Nappies set- Hosiery 12 pcs, Cotton 12 pcs, Padded 6 pcs, Quick Dry 4 pcs - Total Pack of 34 pcs. (0-6 months)Quick Dry | Reusable | Soft Cotton | Comfortable | For Newborn | Infant | Washable For Babies","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Set16","X000TSQES3","B07BJ7H6WF","First Smile New Born Baby Kids Gift Pack Jhabla with Diaper (Multicolor) Pack of 16 (Size-L-12Inchs B-10Inchs)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"ComSlBib24","X000TSQESD","B07BJ75YDP","First Smile Newborn Baby Cotton Set-Combo Pack of 18 Pcs Nappies Pack of 6 Piece, Jhabla Sleeveless Pack of 6 Pieces in Hosiery Material and Quilted Bib Pack of 6 Pcs (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyShoes3","X000TSQESX","B07BJ7CB8Q","First Smile: Baby Kids Anti-Slip Shoes (Set of 3) (Age: 3 to 9 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"CN6J6SL12M6","X000TSQET7","B07BJ7GNX4","First Smile Sleeveless Jhabla 6 pcs, Matching Nappies 6 pcs (Pack of 12) Newborn Infant First cry, New bornBaby Shower Gift","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"MosSlCarry","X000TSQETH","B07BJ7MXF6","First Smile Baby Kids Bedding Mattress with Mosquito Net and Sleeping Cum Carry Bag (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"Cott12","X000TSQFKZ","B07BJ7G1LJ","First Smile Newborn Baby Cotton Cloth Reusable Nappies in Pack of 12 pcs Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyTM9","X000TSQFL9","B07BJ77VDC","First Smile: Baby Kids T-Shirt (Set of 6) (3-9 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyTSLoM9","X000TSQFLJ","B07BJ7LD95","First Smile Jhabla Full Sleeves 6 pcs, Pajama Full Length with Elastic on Waist and Ancle 6 pcs (Pack of 12 Pieces) Newborn Infant First cry, New bornBaby Shower Gift","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BabyTM6","X000TSQFLT","B07BJ7F1XK","First Smile: Baby Kids T-Shirt (Set of 6) (0-6 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"SHQDJNM6","X000TSQFM3","B07BJ76SWY","First Smile Baby Kids Cotton Sheet with Plastic Support 4pcs, Quick Dry Sheet 1pc Jhabla 6 pcs and Nappies 6 pcs (Pack of 12pcs) (3-6 Months) Baby Shower Gift","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BibPlas10","X000TSQFMD","B07BJ7N4NW","First Smile Newborn Baby Cotton Bib with Plastic Layer Backing Pack of 12 pcs Quick Dry | Reusable | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (0-3 Months)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"BoatBedPlas4","X000TSQFMN","B07BJ7GXYD","First Smile Baby's Cotton Sheet with Plastic Support Boat Shaped Mosquito Net Bedding Pack (Multicolour)","NewItem","0","0","0","0","0","0","0","0","0","0","0"
"2L-V9NV-D641","X000TSRMU7","B01EFRQEG2","Prestige Clean Home 42603 Magic Mop, Blue","NewItem","0","0","0","0","0","0","0","0","0","0","0"
