"month","fnsku","sku","product-name","average-quantity","end-quantity","fulfillment-center-id","detailed-disposition","country"
"12/2020","X000RYZMYL","NE-GPH7-Y6XW","Bajaj Blow Hot 2000 Watts Fan Forced Circulation Room Heater","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X000RYZMYL","NE-GPH7-Y6XW","Bajaj Blow Hot 2000 Watts Fan Forced Circulation Room Heater","0.03","0","BOM7","CARRIER_DAMAGED","IN"
"12/2020","X001AKAMCX","81-HY05-NOD6","(Renewed) Eureka Forbes Wet and Dry Bold 20-Litre 1400 watts Multi Function Vacuum Cleaner (Blue)","0.55","0","QWTT","SELLABLE","IN"
"12/2020","X0019IK3NJ","ME-RZA8-2K5C","Prestige Marvel Plus 2 burner Glass top, GTM 02","25.81","100","SIDA","SELLABLE","IN"
"12/2020","X0019AIJ65","PB-57J5-FAK1","Bajaj 1.2 Liters Electric Kettle (Black)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0019AH65Z","50-CSDH-1AXB","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.26","1","BOM7","SELLABLE","IN"
"12/2020","X00187SB0N","ZK-SODG-3Y3O","Panasonic SR-WA18H (YT) 660-Watt Automatic Cooker Warmer 4.4 Litre with Extra Cooking Pan (Color May Vary)","0.23","0","BOM1","CARRIER_DAMAGED","IN"
"12/2020","X0017V5KL3","JC-9ASN-OTGU","Sujata SuperMix SM Mixer Grinder, 900W, 3 Jars (White)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0017GAO05","FK-K9WT-H8JT","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.19","0","QWTT","SELLABLE","IN"
"12/2020","X0016IARM9","OV-XUPZ-NWR5","Wahl India Ear Nose Brow Trimmer (Multicolor)","5.71","18","BLR7","SELLABLE","IN"
"12/2020","X0016HC11Z","S4-6MCY-8GU3","Syska HT4000K AquaTrim Cord & Cordless Rechargeable Beard Trimmer for Men – Multi-Purpose Trimmer with 60 Minutes Runtime and 9 Length Setting","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X0015CBIPB","DH-4V27-63KA","Wahl 09854-624 Lithium Ion All in One Grooming Kit Trimmer (Black)","0.55","1","BLR7","SELLABLE","IN"
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","2.74","6","BLR7","SELLABLE","IN"
"12/2020","X0014SU69P","FZ-LR4D-IC71","Majesty Duetto Gas Water Heater (Png)","0.52","2","QWTT","SELLABLE","IN"
"12/2020","X00149TD5H","8K-2FGR-PD87","Bajaj Majesty New KTX7 1-Litre Cordless Kettle (White)","0.13","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X0013S655F","8Q-75W5-FJJE","Prestige Magic Glass Top 2 Burner Gas Stove, Manual Ignition, Black","16.74","94","SIDA","SELLABLE","IN"
"12/2020","X0013S4421","BU-BMHX-FYIZ","Prestige Multi Cooker 1 Litre - PMC 1.0+","0.16","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0013MP1XD","VG-I846-ID4B","Wonderchef Nutri-Blend Compact FP (Mixer, Grinder, Chopper, Food Processor) 400W, 4 Jars – Black","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X000ZDCECH","52-BHC9-GLSF","Panasonic AC MX-AC555 Mixer Grinder, 550W, 5 Jars (Gold)","0.1","0","BLR7","SELLABLE","IN"
"12/2020","X000XZPI61","BK-CT6D-K8NF","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","10.32","40","BOM1","SELLABLE","IN"
"12/2020","X000XX3D4H","VJ-99IF-6G9P","Bajaj 1000TSS OTG, 10 Litre","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000V8QZ17","5W-G7VN-S430","Prestige PKOSS 1.8-Litre 1500W Electric Kettle (can't be used to boil milk)","0.68","2","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000UR4Q7T","90-FKLX-2TKA","Prestige Omega Deluxe Induction Base Non-Stick Kitchen Set, 3-Pieces","0.23","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000UKX4QF","Nutri Red wonderchehef","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Red)","0.26","1","QWTT","SELLABLE","IN"
"12/2020","X000T74JK9","04-IHMQ-0QI4","Prestige PEC 3.0 250-Watt Electric Chopper (White)","4.13","40","SDEE","SELLABLE","IN"
"12/2020","X000R0XA6R","S1-9KWY-6AQG","Prestige PMC 2.0 Multi Cooker with Concealed Base- 1 Litre","0.16","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X000R0LV3L","7W-2B9R-HA8P","Prestige PSMFB 800 Watt Sandwich Toaster with Fixed Plates, Black","21.35","77","SIDA","SELLABLE","IN"
"12/2020","X000R0E6FB","HN-UM5H-DO68","Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X001AJCQUZ","amzn1.fba.v1.LOSBpLrfuYUVMUbw8lcL_oPpd8A","Bajaj GX 8 750-Watt Mixer Grinder with 3 Jars","0.29","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001AJ9Q21","amzn1.fba.v1.IPPdGOzcayqcylIDCacRdM_tXk4","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.1","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001AJ36BD","amzn1.fba.v1.yfmHGqdYemikHsyENM03F5ttAy8","Wonderchef - 63152952 Nutri-Blend Personal (Black)","0.29","1","BOM5","CUSTOMER_DAMAGED","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.26","0","SDED","CUSTOMER_DAMAGED","IN"
"12/2020","X0015CD1MT","6X-FHML-S0RF","Wahl Professional 08466-424 Super Taper Professional Corded Clipper","1.9","4","BLR7","SELLABLE","IN"
"12/2020","X00147RHI9","8H-ZQ35-M4Q3","Prestige Edge Gas Table PEPS 04 - Pastel","6.23","18","SDEE","SELLABLE","IN"
"12/2020","X001249ZS9","KM-L7GU-LWIQ","Panasonic KX-TSC62SXB Corded Telephone","5.52","0","QWTT","SELLABLE","IN"
"12/2020","X0011LO7TZ","O6-1WLH-P63M","(Renewed) Nokia 4.2 (Black, 32 GB) (3 GB RAM)","0.13","0","QWTT","SELLABLE","IN"
"12/2020","X0011HPWEN","40053","Gas Stove Two Burner Agni","3.19","11","SIDA","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","3.23","12","BOM7","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","66.71","270","BOM5","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","42.84","203","BLR7","SELLABLE","IN"
"12/2020","X00110I3UZ","panasonic_KX_TS880MXBD","Panasonic Single Line KX-TS880MX Corded Phone (Black)","3.23","9","QWTT","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000XH758N","TN-Y34P-OK99","Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White)","1.87","0","QWTT","SELLABLE","IN"
"12/2020","X000V8QZ17","5W-G7VN-S430","Prestige PKOSS 1.8-Litre 1500W Electric Kettle (can't be used to boil milk)","0.19","1","BLR7","SELLABLE","IN"
"12/2020","X000US8BLZ","YE-IBSD-M30Y","Prestige Deluxe Alpha Stainless Steel Pressure Cooker, 6.5 Litres, Silver","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000T82ETB","VY-TW2F-3U04","Prestige Wet Grinder PWG 01 Wet Grinder, 2 L (White/ Red) with Tilting Drum, Cocunut Scraper and Atta Kneader Attachment, 200W","4.94","16","SDEE","SELLABLE","IN"
"12/2020","X000T74UTJ","2C-Y7RH-M39T","Prestige Delight Electric Rice Cooker PRWO 0.5 (300 watts) Cooks Upto 250 g Rice (White)","0.52","0","BOM1","SELLABLE","IN"
"12/2020","X000T3JDVD","ubngwniesr","Prestige Omega Select Plus Residue Free Non-Stick Appachetty with Lid, 20cm","0.13","0","BOM1","SELLABLE","IN"
"12/2020","X000SCY92D","OX-B1QR-GTQS","Prestige Tru-Edge Kitchen Knife Set with Wooden Block and Free Peeler, 5-Pieces, Black","0.26","0","SDED","CUSTOMER_DAMAGED","IN"
"12/2020","X000SCY92D","OX-B1QR-GTQS","Prestige Tru-Edge Kitchen Knife Set with Wooden Block and Free Peeler, 5-Pieces, Black","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000S7AM51","1N-V2NN-FX2P","Prestige PPBW 04 Barbeque","0.97","0","BOM1","SELLABLE","IN"
"12/2020","X000R0E6FB","HN-UM5H-DO68","Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans","0.13","0","SDEE","SELLABLE","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","2.9","10","BOM5","SELLABLE","IN"
"12/2020","X001AAHDCP","FBA15DC8NNBH.missing","Bajaj Calenta Mechanical Storage 25 Litre Vertical Water Heater (White/Brown)","0.42","1","SIDA","SELLABLE","IN"
"12/2020","X0019AH65Z","50-CSDH-1AXB","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.19","0","SIDA","DISTRIBUTOR_DAMAGED","IN"
"12/2020","X0019AH65Z","50-CSDH-1AXB","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.19","0","SIDA","DEFECTIVE","IN"
"12/2020","X0018N59L1","8N-NXOH-54QB","Bajaj GX 3701 750 Watts Mixer Grinder with 3 Jars (Black)","0.74","1","SIDA","SELLABLE","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.94","0","SIDA","SELLABLE","IN"
"12/2020","X00184YSAX","TV-W17F-8FQV","Maharaja Whiteline Viva 1-Litre Kettle (White/Black)","2.0","2","SIDA","SELLABLE","IN"
"12/2020","X0016S41XZ","HS-Q6C5-H656","Pigeon by Stovekraft Non-Stick Kadai,150 with SS Lid - Dia 19.7cm","6.16","19","BOM5","SELLABLE","IN"
"12/2020","X0016RZNJ7","03-VSKX-RZLW","Pigeon by Stovekraft Non-Stick Fry Pan, 28cm","5.65","17","BOM5","SELLABLE","IN"
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","14.9","44","BOM7","SELLABLE","IN"
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","7.81","16","BOM5","SELLABLE","IN"
"12/2020","X0016KBVIB","05-BBOD-EEHZ","Syska HT800 Cordless Trimmer for Men (Black)","0.55","2","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0015GK7YP","Q0-IYOL-FZRA","Bajaj MX35N 2000 Watts Steam Iron (Black)","2.19","0","SIDA","SELLABLE","IN"
"12/2020","X0015B9BD3","WX-4Z20-LJJB","Saregama Carvaan 6 W Bluetooth Home Audio Speaker, SC04 (Porcelain White, Stereo Channel)","0.97","0","SIDA","SELLABLE","IN"
"12/2020","X0015B40T3","QS-PMP0-XC2E","Panasonic Single Line 2.4 KX-TG3411SX Digital Cordless Phone (Black)","0.16","1","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0014DZKE1","NO-70QO-BCCJ","Eureka Forbes Aquasure from Aquaguard Smart 20-Watt UV Water Purifier, White","0.1","0","BLR5","SELLABLE","IN"
"12/2020","X0014D145P","RF-UO9F-NJB2","Usha Misty Storage 15 Litre 2000 Watt Verticle Water Heater 5 Star (Ivory Gold)","2.94","9","SIDA","SELLABLE","IN"
"12/2020","X00145TKYF","ZA-5C38-SPJT","Panasonic Single Line 2.4GHz KX-TG3811SX Digital Cordless Telephone (Black)","1.1","0","SIDA","SELLABLE","IN"
"12/2020","X0013VNUJV","P8-NK2Q-U73D","Prestige Pop-up Toaster PPTPR- Red","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X00124A23L","BY-B006-U05Y","Panasonic KX-TSC62SXW Corded Telephone","3.42","0","SIDA","SELLABLE","IN"
"12/2020","X001176V6L","6S-O1HJ-HFZE","Bajaj Maxima 300MM Exhaust Fan","2.39","7","SIDA","SELLABLE","IN"
"12/2020","X00113OBB7","panasonic_KX_TS500MXBD","Panasonic Single Line KX-TS500MXBD Corded Phone (Black)","7.13","22","SIDA","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","0.55","1","BLR5","SELLABLE","IN"
"12/2020","X0010POGCF","8901308711440","Bajaj Majesty New RCX 3, 1.5 litres, 350-Watt Multifunction Rice Cooker (White/Pink)","2.58","8","SIDA","SELLABLE","IN"
"12/2020","X0010HKU4V","8X-0I4P-XDN2","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Sunset Red)","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X000ZZACYR","YF-55MP-8GWB","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Skyline Blue)","0.32","1","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.06","0","BOM1","DEFECTIVE","IN"
"12/2020","X000UKVL8N","Nutri Purple wonderchef","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Purple)","0.87","3","BLR5","SELLABLE","IN"
"12/2020","X000T82N5V","4B-H2FP-7K7M","Prestige Delight PRWO 1.5 Electric Rice Cooker with Steaming Feature","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000T51HPB","ZU-ZO65-938Z","Prestige Nakshatra Pressure Cooker, 3 Litres, Red","0.1","0","BLR5","WAREHOUSE_DAMAGED","IN"
"12/2020","X000SOTLS3","5w5li1xlm4","Maharaja Whiteline Mark 1 Happiness 450-Watt Juicer Mixer Grinder (White and Red)","2.68","6","SIDA","SELLABLE","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","3.23","10","BOM7","SELLABLE","IN"
"12/2020","X001AI1IP5","amzn1.fba.v1.ikcO4pgsb61GVi7BgPlGmAsiEUk","Prestige Designer Sandwich Maker PSMFB (D) with Fixed Sandwich Plates","0.35","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001AHZQVX","amzn1.fba.v1.tj7Huog8acXlP7cQ7yre6c0w7ZI","Panasonic SR-W18GH 270-Watt Automatic Cooker Warmer Combo Gift Pack (Gold)","0.35","1","BLR7","CARRIER_DAMAGED","IN"
"12/2020","X001AHIDBX","amzn1.fba.v1.anpLCv0Ss2swoKIAdO29q-4MY3c","(Renewed) Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr)","0.39","0","BOM7","SELLABLE","IN"
"12/2020","X001AANUK9","amzn1.fba.v1.M9aDPXZ3kB1dUTH2o9QFPWFUMU4","Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)","0.35","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019NWWDD","TM-BH5S-XNET","Bajaj Calenta Storage 6 LTR Vertical Water Heater, White, 4 Star","0.06","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0019L44KT","amzn1.fba.v1.7UzX9UYwk32L5MEfNLTEWjjO0d4","Panasonic SR-WA18-E 4.4-Litre Automatic Rice Cooker (White)","0.35","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0018N59L1","8N-NXOH-54QB","Bajaj GX 3701 750 Watts Mixer Grinder with 3 Jars (Black)","0.87","0","BOM4","SELLABLE","IN"
"12/2020","X0018N59L1","8N-NXOH-54QB","Bajaj GX 3701 750 Watts Mixer Grinder with 3 Jars (Black)","0.32","0","*XFR","SELLABLE",
"12/2020","X0017REFWR","amzn1.fba.v1.AOWtmzzb59Alk_dtic4tb0VT-Zs","Prestige PCJ 7.0 500-Watt Centrifugal Juicer","0.35","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0017A6WYN","ME-EWBX-NV0S","Usha Microsmart Pro 3773 750-Watt Mixer Grinder with 3 Jars (Wine)","1.19","1","SIDA","SELLABLE","IN"
"12/2020","X0016Y8MOX","RC-RSTL-VHE6","Pigeon by Stovekraft Infinity Glass Top 3 Burner Gas Stove, Manual Ignition, Black","0.1","0","BLR5","SELLABLE","IN"
"12/2020","X0016S41XZ","HS-Q6C5-H656","Pigeon by Stovekraft Non-Stick Kadai,150 with SS Lid - Dia 19.7cm","6.61","18","BLR7","SELLABLE","IN"
"12/2020","X0016RZNJ7","03-VSKX-RZLW","Pigeon by Stovekraft Non-Stick Fry Pan, 28cm","7.1","20","BLR7","SELLABLE","IN"
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","3.13","0","BLR7","SELLABLE","IN"
"12/2020","X0016IARP1","XE-MZE5-1JOB","Wahl 1541.0011 Lithium Vario Ion Trimmer (18 Cutting Lengths) (Black)","0.13","0","QWTT","SELLABLE","IN"
"12/2020","X0016IARM9","OV-XUPZ-NWR5","Wahl India Ear Nose Brow Trimmer (Multicolor)","16.9","47","BOM7","SELLABLE","IN"
"12/2020","X0016IARM9","OV-XUPZ-NWR5","Wahl India Ear Nose Brow Trimmer (Multicolor)","12.52","28","BOM5","SELLABLE","IN"
"12/2020","X0015P2IUR","7Q-7E4H-F6JD","Wahl Clean & Confident Ladies Battery Pen Trimmer & Detailer with Rinseable Blades for Hygienic Grooming & Easy Cleaning for Eyebrows, Facial Hair, Bikini Lines, Other Detailing (purple)","1.71","5","BOM7","SELLABLE","IN"
"12/2020","X0015CD1MT","6X-FHML-S0RF","Wahl Professional 08466-424 Super Taper Professional Corded Clipper","2.87","4","BOM7","SELLABLE","IN"
"12/2020","X0015CD1MT","6X-FHML-S0RF","Wahl Professional 08466-424 Super Taper Professional Corded Clipper","0.06","0","BOM5","SELLABLE","IN"
"12/2020","X0015CD1MT","6X-FHML-S0RF","Wahl Professional 08466-424 Super Taper Professional Corded Clipper","0.52","0","*XFR","SELLABLE",
"12/2020","X0015CBIPB","DH-4V27-63KA","Wahl 09854-624 Lithium Ion All in One Grooming Kit Trimmer (Black)","3.55","10","BOM7","SELLABLE","IN"
"12/2020","X0015CBIPB","DH-4V27-63KA","Wahl 09854-624 Lithium Ion All in One Grooming Kit Trimmer (Black)","2.13","6","BOM5","SELLABLE","IN"
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","0.23","0","BOM7","SELLABLE","IN"
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","0.23","0","BOM5","SELLABLE","IN"
"12/2020","X0014SU69P","FZ-LR4D-IC71","Majesty Duetto Gas Water Heater (Png)","0.23","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0013VNUJV","P8-NK2Q-U73D","Prestige Pop-up Toaster PPTPR- Red","0.03","0","BLR5","SELLABLE","IN"
"12/2020","X0013U16FR","9S-OZ64-JDWM","AO Smith HeatBot-SZS-015 - SILVER Storage 15 Litre Vertical Water Heater (Geyser) Silver - 5 Star","0.42","1","SIDA","SELLABLE","IN"
"12/2020","X0013MP1K1","9H-UYHA-JFCN","Wonderchef Plastic String Vegetable Chopper, 5 Blade, Red/White","0.13","0","BLR7","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","0.06","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","13.42","0","BLR4","SELLABLE","IN"
"12/2020","X00112DNNF","Eurekaforbes_dx_1200w_vacuum","Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner for Home with Free Reusable dust Bag (Red)","45.55","0","*XFR","SELLABLE",
"12/2020","X00110HYTV","panasonic_KX_TG3411SXR","Panasonic KX-TG3411SXR 2.4 Digital Cordless Phone (Red)","0.32","0","BOM7","SELLABLE","IN"
"12/2020","X000UKVL8N","Nutri Purple wonderchef","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Purple)","0.19","0","*XFR","SELLABLE",
"12/2020","X000TW0NAT","3N-08AV-J5LY","Pigeon by Stovekraft Favourite 1800-Watt Induction Cooktop","31.58","88","BLR7","SELLABLE","IN"
"12/2020","X000T74JK9","04-IHMQ-0QI4","Prestige PEC 3.0 250-Watt Electric Chopper (White)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","3.55","10","BLR7","SELLABLE","IN"
"12/2020","X001AH7KET","amzn1.fba.v1.7V2u06-pljNctQMVwI-65H2w0dw","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","0.39","1","BOM3","CUSTOMER_DAMAGED","IN"
"12/2020","X001ADX349","amzn1.fba.v1.Ht409qQ0gIegqi1qLBarpKrHmBM","Sujata SuperMix SM Mixer Grinder, 900W, 3 Jars (White)","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X001AADDLP","amzn1.fba.v1.0FIILWHxsE3ti8_vT3cwPOxe-eo","Panasonic SR-WA10 2.7 L Rice Cooker, Red","0.39","1","BOM3","CARRIER_DAMAGED","IN"
"12/2020","X0019AH65Z","50-CSDH-1AXB","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.74","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0019AH65Z","50-CSDH-1AXB","Bajaj Classic Mixer Grinder, 750W, 4 Jars (Comes with an Additional Chutney jar)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X0017N336Z","GF-3KCS-4AID","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X0016X5SSH","amzn1.fba.v1.oaCUB66uuiHXIiMxzAteNQX4edw","Prestige POTG 9 PC 800-Watt Oven Toaster Grill (Grey)","0.13","0","BLR7","WAREHOUSE_DAMAGED","IN"
"12/2020","X0016S41XZ","HS-Q6C5-H656","Pigeon by Stovekraft Non-Stick Kadai,150 with SS Lid - Dia 19.7cm","1.94","0","*XFR","SELLABLE",
"12/2020","X0016RZNJ7","03-VSKX-RZLW","Pigeon by Stovekraft Non-Stick Fry Pan, 28cm","2.26","0","*XFR","SELLABLE",
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","0.26","0","BLR5","SELLABLE","IN"
"12/2020","X0016IARM9","OV-XUPZ-NWR5","Wahl India Ear Nose Brow Trimmer (Multicolor)","2.52","0","BOM6","SELLABLE","IN"
"12/2020","X0016IARM9","OV-XUPZ-NWR5","Wahl India Ear Nose Brow Trimmer (Multicolor)","4.16","0","*XFR","SELLABLE",
"12/2020","X0015MS2X7","WE-Q8T4-LLIO","Panasonic SR-WA22H(E) 5.4-Litre Automatic Rice Cooker (Apple Green)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0015CD1MT","6X-FHML-S0RF","Wahl Professional 08466-424 Super Taper Professional Corded Clipper","0.58","0","BOM6","SELLABLE","IN"
"12/2020","X0015CBIPB","DH-4V27-63KA","Wahl 09854-624 Lithium Ion All in One Grooming Kit Trimmer (Black)","0.48","0","BOM6","SELLABLE","IN"
"12/2020","X0015CBIPB","DH-4V27-63KA","Wahl 09854-624 Lithium Ion All in One Grooming Kit Trimmer (Black)","0.48","0","*XFR","SELLABLE",
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","0.48","0","BOM6","SELLABLE","IN"
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","1.52","4","*XFR","SELLABLE",
"12/2020","X0014P3FS7","0U-AJMN-KED8","Prestige Platina 3 Piece Stainless steel BYK set","0.1","0","BOM5","SELLABLE","IN"
"12/2020","X00146K1PB","9Q-TS75-R4P0","Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)","0.03","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0013RP0C5","ID-02QP-AYEU","Panasonic SR-W18GH 270-Watt Automatic Cooker Warmer Combo Gift Pack (Gold)","0.52","0","BOM1","CARRIER_DAMAGED","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X000Y4SUTX","ET-HU35-65DT","Prestige PKPW 1.0 900-Watt Electric Kettle","3.68","8","BOM5","SELLABLE","IN"
"12/2020","X000Y4SUTX","ET-HU35-65DT","Prestige PKPW 1.0 900-Watt Electric Kettle","0.74","1","BOM1","SELLABLE","IN"
"12/2020","X000V8QZ17","5W-G7VN-S430","Prestige PKOSS 1.8-Litre 1500W Electric Kettle (can't be used to boil milk)","1.23","1","BOM4","SELLABLE","IN"
"12/2020","X000TW0NAT","3N-08AV-J5LY","Pigeon by Stovekraft Favourite 1800-Watt Induction Cooktop","6.71","6","BLR5","SELLABLE","IN"
"12/2020","X000TR0TFN","C7-OY4P-REI8","Prestige Omega Deluxe Aluminium Granite Fry Pan, 200mm (Omelette Pan), Black","0.03","0","BOM1","SELLABLE","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","3.32","7","BLR5","SELLABLE","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","1.61","0","*XFR","SELLABLE",
"12/2020","X001AGTY3P","amzn1.fba.v1.yuQkJZMzq9_noiAHCg6EtSfJRAY","(Renewed) Wonderchef Nutri-Blend CKM with 3 Jars (Black)","0.16","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001AGNNL9","MG-1K00-YOQH","(Renewed) Samsung Guru GT-E1200 (Black)","0.06","0","QWTT","SELLABLE","IN"
